game_name,reviews_like_rate,all_reviews_number_k,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads_k,day,month,year,total_revenue_million,main_tag,main_feature,reviews_like_rate_MinMax,all_reviews_number_MinMax,price_MinMax,difficulty_MinMax,age_restriction_MinMax,rating_MinMax,length_MinMax,estimated_downloads_MinMax,total_revenue_MinMax,developer_Cod,main_tag_Cod,main_feature_Cod,supported_os_Cod,generation
Supraland Six Inches Under,96,3.21,2022-01-14,Supra Games,"Puzzle, Platformer, Combat",win,"English, French, German, Portuguese - Brazil, Traditional Chinese, Simplified Chinese, Japanese, Russian, Turkish, Italian, Hungarian, Korean, Polish, Portuguese - Portugal, Spanish - Latin America",5.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,3.91,3,20,729.0,14,1,2022,4.0,Puzzle,Single-player,0.9500000000000002,0.00036348188383573347,0.06863357919739968,0.5,0.5882352941176471,0.7927927927927927,0.24050632911392406,0.0023807368921394006,0.0008112273870365864,1473,24,7,0,9
The Bridge Curse 2: The Extrication,93,1.86,2024-05-09,SOFTSTAR ENTERTAINMENT,"Story Rich, Horror, Stealth, Survival, Simulation",win,"English, German, Japanese, Thai, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Korean, Spanish - Spain, Russian",12.49,"Single-player, Steam Achievements, Steam Cloud",17,1.9,2,6,125.0,9,5,2024,1.56,Story Rich,Single-player,0.9125000000000001,0.0002101379640925334,0.1561445180647581,0.25,1.0,0.34009009009009006,0.06329113924050633,0.00040797608099372014,0.00031637868094426866,1297,35,7,0,9
Eastward,83,13.82,2021-09-16,Pixpil,"Pixel Graphics, Story Rich, Adventure, RPG","win, mac","English, Simplified Chinese, Traditional Chinese, Japanese, French, German, Spanish - Spain",12.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.43,3,30,717.4,16,9,2021,8.96,Pixel Graphics,Single-player,0.7875000000000001,0.0015686515049285873,0.1561445180647581,0.5,0.7647058823529411,0.6846846846846847,0.36708860759493667,0.0023428494328524966,0.0018171493469619536,1148,22,7,3,9
Thronefall,96,19.98,2024-10-11,GrizzlyGames,"Strategy, Building","win, mac","English, French, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Turkish, Italian, Czech, Korean, Ukrainian",7.29,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",10,3.6,3,9,1250.0,11,10,2024,9.11,Strategy,Single-player,0.9500000000000002,0.002268354131312374,0.09113639204900613,0.5,0.5882352941176471,0.7229729729729729,0.10126582278481013,0.004082406399766718,0.0018475703739758253,665,36,7,3,9
ICBM,92,1.56,2020-11-17,SoftWarWare,"War, Strategy, Management, Tactical, Building",win,"English, French, German, Spanish - Spain, Russian, Simplified Chinese, Italian",10.49,"Single-player, Online PvP, Online Co-op, Steam Workshop, Family Sharing",10,2.34,3,23,154.3,17,11,2020,1.62,War,Single-player,0.9000000000000001,0.0001760615374829334,0.13114139267408426,0.5,0.5882352941176471,0.43918918918918914,0.27848101265822783,0.0005036745772959858,0.0003285470917498175,1388,41,7,0,9
The Banner Saga,88,13.08,2014-01-14,Stoic,"RPG, Turn-Based, Strategy, Tactical","win, mac","English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Italian, Japanese, Korean, Czech, Simplified Chinese",24.99,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Includes level editor, Remote Play on Tablet, Remote Play on TV, Family Sharing",13,3.87,4,16,1920.0,14,1,2014,47.98,RPG,Single-player,0.8500000000000001,0.001484596319291574,0.3124140517564695,0.75,0.7647058823529411,0.7837837837837838,0.18987341772151897,0.006270733789613748,0.009730672507503852,1429,25,7,3,8
Severed Steel,95,5.86,2021-09-17,Greylock Studio,"FPS, Platformer, Action",win,"English, French, Italian, German, Spanish - Spain, Finnish, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish, Hungarian",7.0,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",17,3.56,3,3,856.6,17,9,2021,6.0,FPS,Single-player,0.9375,0.0006644903188872003,0.08751093886735842,0.5,1.0,0.7139639639639639,0.025316455696202535,0.0027974989442953427,0.0012168410805548796,662,14,7,0,9
King Arthur: Knight's Tale,83,6.08,2022-04-26,NeocoreGames,"Tactical, RPG, Turn-Based, Fantasy",win,"English, French, German, Spanish - Spain, Hungarian, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Italian",20.99,"Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Family Sharing",13,3.88,3,49,547.0,26,4,2022,11.48,Tactical,Single-player,0.7875000000000001,0.0006894796984009069,0.2624078009751219,0.5,0.7647058823529411,0.7860360360360359,0.6075949367088608,0.0017862957205690136,0.0023282226007950027,1018,38,7,0,9
Mad Father,97,5.22,2016-09-23,sen,"RPG, Horror, Anime",win,"English, Japanese, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Korean",5.79,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.79,3,5,526.0,23,9,2016,3.05,RPG,Single-player,0.9625000000000001,0.0005917939421200535,0.07238404800600075,0.5,0.7647058823529411,0.7657657657657657,0.05063291139240507,0.0017177063546185841,0.0006185608826153971,1767,25,7,0,8
Lumberjacked,82,0.29,2025-04-19,Inner Realm Studios,"Adventure, Simulation",win,English,2.99,"Single-player, Steam Achievements, Family Sharing",0,2.06,2,8,36.0,19,4,2025,0.11,Adventure,Single-player,0.7750000000000001,3.180466483562668e-05,0.037379672459057385,0.25,0.0,0.3761261261261261,0.08860759493670886,0.00011728781577523408,2.2308753143506125e-05,737,3,7,0,9
Asgard's Fall — Viking Survivors,85,0.74,2025-04-09,Soulpotion,"Early Access, Action, Roguelike",win,"English, French, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Portuguese - Brazil, Polish, Traditional Chinese, Turkish, Ukrainian",3.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,1.74,1,16,55.3,9,4,2025,0.22,Early Access,Single-player,0.8125,8.29193047500267e-05,0.049881235154394306,0.0,0.5882352941176471,0.304054054054054,0.18987341772151897,0.00018032470924396194,4.461750628701225e-05,1392,13,7,0,9
Chevalier Historie,84,0.36,2022-02-26,PICOPICOSOFT,"RPG, Sexual Content, Adventure, Anime",win,"English, Japanese, Simplified Chinese",2.0,"Single-player, Steam Cloud, Family Sharing",13,3.17,3,4,63.0,26,2,2022,0.13,RPG,Single-player,0.8,3.975583104453335e-05,0.025003125390673835,0.5,0.7647058823529411,0.6261261261261261,0.0379746835443038,0.000205474143425786,2.6364890078689057e-05,1110,25,7,0,9
Subnautica: Below Zero,90,88.54,2021-05-14,Unknown Worlds Entertainment,"Open World, Crafting, Survival, Horror, Adventure","win, mac","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Spanish - Latin America, Russian, Simplified Chinese, Turkish, Ukrainian, Czech, Finnish, Hungarian, Polish, Traditional Chinese, Slovak",20.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",10,3.82,3,27,3480.0,14,5,2021,73.05,Open World,Single-player,0.875,0.010055953492492966,0.2624078009751219,0.5,0.5882352941176471,0.7725225225225224,0.3291139240506329,0.011365943831645638,0.014815040155755658,1619,21,7,3,9
EVE Online,73,36.34,2003-05-05,CCP,"Action, MMORPG, Open World, Management","win, mac","English, German, Russian, French, Korean, Japanese, Spanish - Spain, Simplified Chinese",4.99,"MMO, Online PvP, Online Co-op, Steam Trading Cards",13,3.95,4,77,6550.0,5,5,2003,32.68,Action,MMO,0.6625000000000001,0.004126655262422562,0.06238279784973122,0.75,0.7647058823529411,0.8018018018018017,0.9620253164556962,0.021393055901541728,0.00662772775208891,253,2,2,3,6
PlateUp!,94,15.83,2022-08-04,It's happening,"Management, Roguelike, Cute, Simulation",win,"English, French, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Korean, Turkish",10.49,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",0,3.39,4,29,2310.0,4,8,2022,24.23,Management,Single-player,0.925,0.0017969635632129075,0.13114139267408426,0.75,0.0,0.6756756756756757,0.35443037974683544,0.007544536300121721,0.004914009896974122,752,20,7,0,9
Five Hearts Under One Roof,91,3.74,2024-10-03,Storytaco,"Sexual Content, Simulation, Visual Novel, RPG","win, mac, linux","English, Korean, Simplified Chinese, Traditional Chinese, Japanese, French, Russian, Indonesian, Thai, Portuguese - Brazil, Portuguese - Portugal, German, Spanish - Spain, Vietnamese, Spanish - Latin America",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,3.5,1,6,175.5,3,10,2024,1.84,Sexual Content,Single-player,0.8875,0.00042368357084602686,0.13114139267408426,0.0,0.5882352941176471,0.7004504504504504,0.06329113924050633,0.0005729171753030859,0.00037316459803682974,1434,29,7,4,9
METAL GEAR SOLID 3: Snake Eater - Master Collection Version,86,3.6,2023-10-24,KONAMI,"Action, Adventure, Stealth, Shooter",win,"English, French, Italian, German, Spanish - Spain, Japanese",10.49,"Single-player, Steam Achievements, Family Sharing",17,4.0,5,48,409.7,24,10,2023,4.3,Action,Single-player,0.825,0.0004077812384282135,0.13114139267408426,1.0,1.0,0.813063063063063,0.5949367088607596,0.00133785191366454,0.0008720694410643303,795,2,7,0,9
Call of Duty® 2,93,8.23,2005-10-25,Infinity Ward,"War, Action, FPS","win, mac","English, French, German, Italian, Spanish - Spain",19.99,"Single-player, Family Sharing",10,3.99,3,17,5340.0,25,10,2005,106.75,War,Single-player,0.9125000000000001,0.0009336940891030404,0.24990623827978495,0.5,0.5882352941176471,0.8108108108108107,0.20253164556962025,0.01744100195868366,0.021649630891538898,735,41,7,3,7
METAL GEAR & METAL GEAR 2: Solid Snake,84,0.42,2023-10-24,KONAMI,"Action, Adventure, 2D, Platformer, Stealth",win,"English, French, Italian, German, Spanish - Spain, Japanese",10.49,"Single-player, Steam Achievements, Family Sharing",17,4.1,2,13,311.1,24,10,2023,3.26,Action,Single-player,0.8,4.657111636645335e-05,0.13114139267408426,0.25,1.0,0.8355855855855854,0.15189873417721517,0.0010158085097258579,0.0006611503204348178,795,2,7,0,9
Mad Max,91,52.19,2015-09-01,Avalanche Studios,"Open World, Combat, Driving, RPG",win,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian",19.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",17,3.62,3,44,6940.0,1,9,2015,138.73,Open World,Single-player,0.8875,0.005927026468296429,0.24990623827978495,0.5,1.0,0.7274774774774774,0.5443037974683544,0.0226668584120497,0.028135393850896404,128,21,7,0,8
Car Detailing Simulator,76,0.94,2022-04-13,Games Incubator,"Simulation, Driving",win,"English, French, Italian, German, Spanish - Spain, Korean, Polish, Russian, Simplified Chinese, Turkish, Traditional Chinese, Portuguese - Brazil, Japanese",15.99,"Single-player, Steam Achievements, Family Sharing",0,1.94,2,27,138.5,13,4,2022,2.21,Simulation,Single-player,0.7000000000000001,0.00010563692248976004,0.19989998749843732,0.25,0.0,0.34909909909909903,0.3291139240506329,0.0004520692448189961,0.00044820313133771397,625,31,7,0,9
Prototype™,79,10.68,2009-06-10,Radical Entertainment,"Action, Open World, Combat, Sandbox",win,"English, French, Spanish - Spain, Italian",19.99,"Single-player, Family Sharing",17,3.88,3,24,2130.0,10,6,2009,42.58,Action,Single-player,0.7375,0.001211984906414774,0.24990623827978495,0.5,1.0,0.7860360360360359,0.2911392405063291,0.006956627449118041,0.00863551553500446,1207,2,7,0,7
Lil' Guardsman,94,0.87,2024-01-23,Hilltop Studios,"Adventure, 2D, Puzzle","win, mac","English, German, Simplified Chinese, Spanish - Latin America",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.83,3,8,42.8,23,1,2024,0.45,Adventure,Single-player,0.925,9.768575628085337e-05,0.13114139267408426,0.5,0.7647058823529411,0.7747747747747747,0.08860759493670886,0.00013949770570203973,9.126308104161596e-05,700,3,7,3,9
NIMRODS,85,1.21,2024-10-28,Fiveamp,"Early Access, 2D, Roguelike, Action","win, mac","English, Dutch, Simplified Chinese, French, Italian, German, Spanish - Spain, Indonesian, Japanese, Korean, Polish, Portuguese - Brazil, Russian",5.79,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0,1.46,1,6,318.0,28,10,2024,1.84,Early Access,Single-player,0.8125,0.00013630570643840005,0.07238404800600075,0.0,0.0,0.24099099099099097,0.06329113924050633,0.0010383450156809988,0.00037316459803682974,559,13,7,3,9
LEGO® MARVEL's Avengers,88,5.16,2016-01-26,Traveller's Tales,"Open World, Adventure",win,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Polish, Portuguese - Brazil, Russian, Arabic, Traditional Chinese",19.99,"Single-player, Steam Achievements, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",10,3.81,3,34,1240.0,26,1,2016,24.79,Open World,Single-player,0.8500000000000001,0.0005849786567981336,0.24990623827978495,0.5,0.5882352941176471,0.7702702702702702,0.4177215189873418,0.00404974479693318,0.005027581731159244,1582,21,7,0,8
Farming Simulator 22,92,62.82,2021-11-22,Giants Software,"Simulation, Realistic, Sandbox","win, mac","English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Hungarian, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Norwegian, Spanish - Latin America",19.99,"Single-player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0,3.25,3,72,3410.0,22,11,2021,68.17,Simulation,Single-player,0.9000000000000001,0.007134467851163256,0.24990623827978495,0.5,0.0,0.6441441441441441,0.8987341772151899,0.011137312611810873,0.013825342743571023,642,31,7,3,9
Crysis Warhead®,85,3.56,2008-09-17,Crytek,"FPS, Action, Stealth",win,"English, French, German, Spanish - Spain, Italian, Czech, Polish, Russian, Hungarian",19.99,"Single-player, Family Sharing",17,3.83,3,13,1990.0,17,9,2008,39.78,FPS,Single-player,0.8125,0.00040323771488026683,0.24990623827978495,0.5,1.0,0.7747747747747747,0.15189873417721517,0.006499365009448512,0.008067656364078852,354,14,7,0,7
Loretta,92,0.3,2023-02-16,Yakov Butuzoff,"Visual Novel, Adventure",win,"English, Russian, Japanese, Korean, Simplified Chinese, Spanish - Latin America, Traditional Chinese",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",17,2.67,2,3,51.0,16,2,2023,0.41,Visual Novel,Single-player,0.9000000000000001,3.2940545722613345e-05,0.09988748593574197,0.25,1.0,0.5135135135135135,0.025316455696202535,0.00016628022002554072,8.31508071712501e-05,1706,40,7,0,9
Hyper Light Drifter,93,14.29,2016-03-31,Heart Machine,"Pixel Graphics, RPG, Combat","win, mac, linux","English, French, Italian, German, Spanish - Spain, Japanese",19.99,"Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",13,3.98,4,14,2050.0,31,3,2016,40.98,Pixel Graphics,Single-player,0.9125000000000001,0.0016220379066169605,0.24990623827978495,0.75,0.7647058823529411,0.8085585585585585,0.16455696202531644,0.006695334626449739,0.008311024580189827,692,22,7,4,8
Blasphemous,90,40.86,2019-09-10,The Game Kitchen,"Pixel Graphics, Souls-like, Combat, Adventure, Platformer","win, mac, linux","English, French, Italian, German, Spanish - Spain, Simplified Chinese, Portuguese - Brazil, Russian, Japanese, Korean",12.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",17,3.77,3,23,3670.0,10,9,2019,45.84,Pixel Graphics,Single-player,0.875,0.004640073423340535,0.1561445180647581,0.5,1.0,0.7612612612612611,0.27848101265822783,0.011986514285482855,0.009296665855439281,1542,22,7,4,8
Hardware Store Simulator,81,0.01,2025-04-18,Stellar Fusion Studios,"Early Access, Simulation, Management",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Traditional Chinese, Turkish",4.49,"Single-player, Online PvP, Online Co-op, Steam Cloud, Family Sharing",0,1.87,2,5,5.2,18,4,2025,0.02,Early Access,Single-player,0.7625,0.0,0.05613201650206276,0.25,0.0,0.3333333333333333,0.05063291139240507,1.6690079047937796e-05,4.056136935182932e-06,1427,13,7,0,9
The NOexistenceN of you AND me,94,5.44,2024-12-16,Fontainebleau,"Visual Novel, Horror","win, mac","English, Simplified Chinese, Japanese, Traditional Chinese, Russian, Indonesian, Portuguese - Brazil, Ukrainian, Korean, Spanish - Latin America",1.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,4.0,1,2,232.0,16,12,2024,0.35,Visual Novel,Single-player,0.925,0.0006167833216337602,0.018627328416052007,0.0,0.5882352941176471,0.813063063063063,0.012658227848101266,0.0007574552313125742,7.098239636570131e-05,573,40,7,3,9
Freestyle 2: Street Basketball,72,12.64,2015-04-01,JOYCITY,"Sports, Management, Simulation",win,"English, German, French, Thai, Japanese",0.0,"MMO, Online PvP, Online Co-op, Steam Trading Cards",0,3.43,5,53,3580.0,1,4,2015,0.0,Sports,MMO,0.65,0.0014346175602641606,0.0,1.0,0.0,0.6846846846846847,0.6582278481012659,0.011692559859981015,0.0,760,33,2,0,8
Unravel Two,79,5.98,2018-06-09,Coldwood Interactive,"Puzzle, Action, Adventure",win,"English, French, Italian, German, Spanish - Spain, Japanese",19.99,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",10,3.49,3,8,1420.0,9,6,2018,28.39,Puzzle,Single-player,0.7375,0.0006781208895310402,0.24990623827978495,0.5,0.5882352941176471,0.6981981981981982,0.08860759493670886,0.00463765364793686,0.005757686379492172,319,24,7,0,8
Swordsman VR,70,0.61,2020-09-25,Sinn Studio Inc.,"Action, Combat, RPG",win,"English, Japanese, Korean, Simplified Chinese, Traditional Chinese, French, German, Spanish - Spain, Spanish - Latin America",19.99,"Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",17,2.37,4,12,50.0,25,9,2020,1.0,Action,Single-player,0.625,6.815285321920003e-05,0.24990623827978495,0.75,1.0,0.44594594594594594,0.13924050632911392,0.00016301405974218693,0.0002028068467591466,1364,2,7,0,9
Ultimate Epic Battle Simulator 2,84,6.12,2023-07-21,Brilliant Game Studios,"Simulation, Sandbox, Strategy, Action",win,English,19.99,"Single-player, Family Sharing",10,3.75,1,2,467.3,21,7,2023,9.34,Simulation,Single-player,0.8,0.0006940232219488536,0.24990623827978495,0.0,0.5882352941176471,0.7567567567567567,0.012658227848101266,0.0015259827459857176,0.0018942159487304292,231,31,7,0,9
Contractors,83,3.79,2018-12-14,Caveman Studio,"Action, FPS, Simulation",win,"English, French, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Spanish - Latin America",19.99,"Single-player, Online PvP, Cross-Platform Multiplayer, Tracked Controller Support, VR Only, Family Sharing",10,3.95,4,15,571.0,14,12,2018,11.41,Action,Single-player,0.7875000000000001,0.0004293629752809602,0.24990623827978495,0.75,0.5882352941176471,0.8018018018018017,0.1772151898734177,0.001864683567369504,0.0023140261215218627,281,2,7,0,8
OMORI,97,72.08,2020-12-25,"OMOCAT, LLC","Horror, Story Rich, Pixel Graphics","win, mac","English, Japanese, Simplified Chinese, Korean",19.99,"Single-player, Steam Achievements, Remote Play on Phone, Remote Play on Tablet, Family Sharing",17,4.16,3,32,2400.0,25,12,2020,47.98,Horror,Single-player,0.9625000000000001,0.00818629355251291,0.24990623827978495,0.5,1.0,0.8490990990990991,0.3924050632911392,0.00783849072562356,0.009730672507503852,1067,17,7,3,9
[Chilla's Art] Shinkansen 0 | 新幹線 0号,86,0.89,2024-03-23,Chilla's Art,"Horror, Adventure, Simulation",win,"English, Japanese, German, Spanish - Spain, Hungarian, Korean, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Vietnamese, Lithuanian, Russian, French",3.99,"Single-player, Steam Achievements, Family Sharing",13,1.72,2,2,66.9,23,3,2024,0.27,Horror,Single-player,0.825,9.99575180548267e-05,0.049881235154394306,0.25,0.7647058823529411,0.2995495495495495,0.012658227848101266,0.00021821216853086577,5.475784862496958e-05,289,17,7,0,9
The Ranch of Rivershine,94,1.31,2025-05-23,Bee Games,"Simulation, RPG, Management",win,"English, French",29.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,1.97,3,30,55.9,23,5,2025,1.68,Simulation,Single-player,0.925,0.00014766451530826675,0.37492186523315413,0.5,0.0,0.35585585585585583,0.36708860759493667,0.0001822844054139742,0.00034071550255536625,165,31,7,0,9
Monster Hunter: World,89,296.95,2018-08-08,"CAPCOM Co., Ltd.","Action, Open World, RPG",win,"English, French, Italian, German, Spanish - Spain, Arabic, Portuguese - Brazil, Polish, Traditional Chinese, Japanese, Korean, Russian, Simplified Chinese, Spanish - Latin America",17.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Tablet, HDR available, Family Sharing",17,4.15,4,80,17580.0,8,8,2018,316.26,Action,Single-player,0.8625,0.03372884705818209,0.22490311288911113,0.75,1.0,0.8468468468468469,1.0,0.05741880382693387,0.0641396933560477,251,2,7,0,8
Monster Energy Supercross - The Official Videogame 6,68,0.41,2023-03-09,Milestone S.r.l.,"Driving, Sports, Simulation",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Spanish - Latin America",49.99,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.5,4,20,28.1,9,3,2023,1.4,Driving,Single-player,0.6000000000000001,4.5435235479466683e-05,0.6249531191398925,0.75,0.7647058823529411,0.7004504504504504,0.24050632911392406,9.148514953673927e-05,0.00028392958546280523,953,12,7,0,9
Vampire: The Masquerade – Swansong,67,0.32,2023-05-30,Big Bad Wolf,"RPG, Adventure, Story Rich",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",24.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,2.8,3,28,82.3,30,5,2023,2.06,RPG,Single-player,0.5875,3.521230749658668e-05,0.3124140517564695,0.5,1.0,0.5427927927927927,0.34177215189873417,0.0002685110368945139,0.000417782104323842,181,25,7,0,9
Age of History II,89,44.02,2018-11-22,Łukasz Jakowski,"Strategy, War, Turn-Based, Simulation, Sandbox",win,"English, German, Dutch, Russian, Greek, Polish, Romanian, Swedish, Czech, Italian, Hungarian, French, Spanish - Spain, Turkish, Portuguese - Portugal, Korean, Traditional Chinese, Japanese, Portuguese - Brazil, Simplified Chinese",3.49,"Single-player, Shared/Split Screen PvP, Steam Workshop, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",10,3.29,3,48,1460.0,22,11,2018,5.1,Strategy,Single-player,0.8625,0.004999011783628322,0.043630453806725845,0.5,0.5882352941176471,0.6531531531531531,0.5949367088607596,0.004768300059271011,0.0010343149184716476,1792,36,7,0,8
Slice & Dice,96,2.05,2024-03-20,Tann,"Turn-Based, Strategy, Roguelike","win, mac, linux","English, French, Italian, Spanish - Spain, Portuguese - Brazil, Russian",4.99,"Single-player, Steam Achievements, Steam Cloud, Includes level editor, Family Sharing",13,4.17,4,16,308.0,20,3,2024,1.54,Turn-Based,Single-player,0.9500000000000002,0.00023171970094528009,0.06238279784973122,0.75,0.7647058823529411,0.8513513513513512,0.18987341772151897,0.0010056834128474611,0.00031232254400908574,1502,39,7,4,9
Contagion VR: Outbreak,64,0.64,2018-06-29,"Monochrome, Inc","Action, Adventure, Simulation, FPS, Horror",win,English,9.99,"Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",17,2.41,4,9,63.0,29,6,2018,0.63,Action,Single-player,0.55,7.156049588016003e-05,0.12489061132641581,0.75,1.0,0.45495495495495497,0.10126582278481013,0.000205474143425786,0.00012776831345826236,975,2,7,0,8
Cube Escape Collection,98,6.46,2020-10-14,Rusty Lake,"Puzzle, Horror, 2D","win, mac","English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Traditional Chinese, Simplified Chinese, Danish, Japanese, Korean, Dutch, Polish, Russian, Czech, Turkish, Vietnamese, Swedish, Portuguese - Portugal, Spanish - Latin America",4.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,3.79,4,13,611.1,14,10,2020,3.05,Puzzle,Single-player,0.9750000000000001,0.0007326431721064003,0.06238279784973122,0.75,0.7647058823529411,0.7657657657657657,0.15189873417721517,0.0019956565947319904,0.0006185608826153971,1288,24,7,3,9
The Baby In Yellow,96,1.24,2023-05-26,Team Terrible,"Early Access, Story Rich, Puzzle, Simulation",win,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Thai, Vietnamese, Dutch, Polish, Turkish, Filipino, Hindi, Indonesian, Malay, Spanish - Latin America",4.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.44,2,11,98.0,26,5,2023,0.49,Early Access,Single-player,0.9500000000000002,0.00013971334909936007,0.06238279784973122,0.25,1.0,0.6869369369369368,0.12658227848101264,0.0003197897533431682,9.937535491198183e-05,1517,13,7,0,9
Kart Racing Pro,89,0.72,2017-07-14,PiBoSo,"Driving, Simulation, Sports",win,English,18.99,"Single-player, Online PvP, LAN PvP, VR Supported, Family Sharing",0,3.24,4,64,37.0,14,7,2017,0.7,Driving,Single-player,0.8625,8.064754297605336e-05,0.23740467558444803,0.75,0.0,0.6418918918918919,0.7974683544303798,0.00012055397605858786,0.00014196479273140261,1136,12,7,0,8
Anonymous Hacker Simulator,85,0.55,2024-04-03,Sicarius,Simulation,win,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Turkish, Korean",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",13,2.6,3,7,53.3,3,4,2024,0.56,Simulation,Single-player,0.8125,6.133756789728002e-05,0.13114139267408426,0.5,0.7647058823529411,0.49774774774774766,0.0759493670886076,0.0001737923886772544,0.0001135718341851221,1351,31,7,0,9
The White Door,93,5.77,2020-01-09,Rusty Lake,"Adventure, Puzzle, 2D","win, mac","English, French, Italian, German, Spanish - Spain, Danish, Dutch, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Vietnamese, Portuguese - Brazil, Spanish - Latin America, Czech",3.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,3.74,2,6,520.7,9,1,2020,2.08,Adventure,Single-player,0.9125000000000001,0.0006542673909043201,0.049881235154394306,0.25,0.0,0.7545045045045045,0.06329113924050633,0.0017003957051168093,0.0004218382412590249,1288,3,7,3,9
