game_name,reviews_like_rate,all_reviews_number_k,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads_k,day,month,year,total_revenue_million,main_tag,main_feature,reviews_like_rate_MinMax,all_reviews_number_MinMax,price_MinMax,difficulty_MinMax,age_restriction_MinMax,rating_MinMax,length_MinMax,estimated_downloads_MinMax,total_revenue_MinMax,developer_Cod,main_tag_Cod,main_feature_Cod,supported_os_Cod,generation
FINAL FANTASY VII,92,24.16,2013-07-04,Square Enix,"JRPG, Turn-Based, Story Rich",win,"English, German, French, Spanish - Spain",9.49,"Single-player, Steam Achievements, Remote Play on Phone, Remote Play on Tablet, Family Sharing",13,4.39,3,66,2890.0,4,7,2013,27.43,JRPG,Single-player,0.9000000000000001,0.0027431523420728,0.1186398299787473,0.5,0.7647058823529411,0.9009009009009008,0.8227848101265823,0.0094389092644669,0.0055629918066033,1410,18,7,0,8
WRATH: Aeon of Ruin,77,1.74,2024-02-27,KillPixel Games,"Action, FPS","win, linux","English, French, German, Spanish - Spain, Japanese, Russian, Simplified Chinese, Turkish",12.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,3.5,3,14,868.8,27,2,2024,10.85,Action,Single-player,0.7125,0.0001965073934486,0.1561445180647581,0.5,0.7647058823529411,0.7004504504504504,0.1645569620253164,0.0028373460997522,0.0022004542873367,817,2,7,1,9
Amazing Cultivation Simulator,86,18.6,2020-11-25,GSQ Games,"Simulation, RPG, Sandbox",win,"English, Simplified Chinese",24.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Family Sharing",0,4.0,4,80,1170.0,25,11,2020,29.24,Simulation,Single-player,0.825,0.0021116025689082,0.3124140517564695,0.75,0.0,0.813063063063063,1.0,0.0038211135770984,0.0059300721992374,603,31,7,0,9
SUPERHOT VR,82,7.48,2017-05-25,SUPERHOT Team,"FPS, Puzzle, Management",win,"English, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Japanese, Polish, Russian, Korean",9.99,"Single-player, Steam Achievements, Tracked Controller Support, VR Supported, SteamVR Collectibles, Steam Leaderboards, Family Sharing",13,4.13,3,5,1860.0,25,5,2017,18.58,FPS,Single-player,0.7750000000000001,0.000848503022579,0.1248906113264158,0.5,0.7647058823529411,0.8423423423423422,0.050632911392405,0.0060747641726125,0.0037681512127849,1304,14,7,0,8
Party Hard 2,78,2.17,2018-10-25,Pinokl Games,"Pixel Graphics, Action, Stealth, Simulation","win, mac","English, Polish, French, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Korean, Japanese, Russian",10.49,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",13,3.47,4,18,770.8,25,10,2018,8.09,Pixel Graphics,Single-player,0.7250000000000001,0.0002453502715891,0.1311413926740842,0.75,0.7647058823529411,0.6936936936936937,0.2151898734177215,0.0025172623919835,0.0016407073902814,1140,22,7,3,8
The Great War: Western Front™,67,2.41,2023-03-30,Petroglyph,"Strategy, War, Turn-Based, Tactical",win,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Turkish",17.99,"Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",10,2.75,4,16,159.8,30,3,2023,2.87,Strategy,Single-player,0.5875,0.0002726114128768,0.2249031128891111,0.75,0.5882352941176471,0.5315315315315314,0.1898734177215189,0.0005216384588544,0.0005820556501987,1132,36,7,0,9
Hello Kitty Island Adventure,93,4.45,2025-01-30,Sunblink,"Open World, Adventure, Simulation, Cute",win,"English, French, Italian, German, Spanish - Spain, Arabic, Dutch, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish",18.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",0,3.2,2,16,203.3,30,1,2025,3.86,Open World,Single-player,0.9125,0.000504331113822,0.237404675584448,0.25,0.0,0.6328828828828829,0.1898734177215189,0.0006637164311803,0.0007828344284903,1466,21,7,0,9
Party Hard,91,8.8,2015-08-25,Pinokl Games,"Pixel Graphics, Stealth, Strategy, 2D","win, mac, linux","English, Russian, German, Spanish - Spain, Romanian, French, Ukrainian, Japanese, Portuguese - Brazil, Simplified Chinese",5.79,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",17,3.35,4,9,2050.0,25,8,2015,11.87,Pixel Graphics,Single-player,0.8875,0.0009984392996612,0.0723840480060007,0.75,1.0,0.6666666666666666,0.1012658227848101,0.0066953346264497,0.002407317271031,1140,22,7,4,8
The Pathless,91,1.5,2021-11-16,Giant Squid,"Adventure, Platformer, Story Rich, Open World, Action",win,"English, French, Italian, German, Spanish - Spain, Arabic, Dutch, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish",18.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,3.93,3,15,113.1,16,11,2021,2.15,Adventure,Single-player,0.8875,0.000169246252161,0.237404675584448,0.5,0.5882352941176471,0.7972972972972973,0.1772151898734177,0.0003691087736218,0.0004360347205321,641,3,7,0,9
Storage Hustle,72,1.3,2023-11-08,Broken Clock,"Simulation, Management, Early Access",win,"English, Turkish, French, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Portuguese - Brazil, Italian",3.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,2.67,2,18,95.2,8,11,2023,0.33,Simulation,Single-player,0.65,0.0001465286344212,0.0436304538067258,0.25,0.0,0.5135135135135135,0.2151898734177215,0.0003106445045497,6.692625943051837e-05,233,31,7,0,9
Devil May Cry HD Collection,93,12.33,2018-03-13,"CAPCOM Co., Ltd.","Action, Combat",win,"English, French, Italian, German, Spanish - Spain, Japanese, Traditional Chinese, Simplified Chinese",17.99,"Single-player, Steam Achievements, Steam Trading Cards, Remote Play on TV, Family Sharing",17,3.91,4,40,1900.0,13,3,2018,34.18,Action,Single-player,0.9125,0.0013994052527675,0.2249031128891111,0.75,1.0,0.7927927927927927,0.4936708860759494,0.0062054105839466,0.0069319380222276,251,2,7,0,8
Labyrinth Of The Demon King,93,0.88,2025-05-13,J. R. Hudepohl,"Survival, Horror, RPG",win,"English, Japanese, Simplified Chinese, French, Italian, German, Portuguese - Brazil, Russian, Traditional Chinese, Spanish - Spain, Arabic",10.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,2.75,3,8,46.2,13,5,2025,0.48,Survival,Single-player,0.9125,9.882163716784004e-05,0.1311413926740842,0.5,1.0,0.5315315315315314,0.0886075949367088,0.0001506026506654,9.734728644439036e-05,757,37,7,0,9
La Quimera,56,0.1,2025-05-07,Reburn,"Early Access, FPS, Realistic",win,"English, Ukrainian",17.99,"Single-player, Online Co-op, Steam Achievements, Family Sharing",17,2.23,3,3,4.3,7,5,2025,0.08,Early Access,Single-player,0.45,1.0222927982880004e-05,0.2249031128891111,0.5,1.0,0.4144144144144144,0.0253164556962025,1.3750534792919397e-05,1.6224547740731727e-05,1228,13,7,0,9
Prince of Persia The Lost Crown,84,3.69,2024-08-08,Ubisoft Montpellier,"2D, Platformer, Action, Adventure",win,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Persian",31.99,"Single-player, Steam Achievements, Captions available",10,3.65,4,25,204.5,8,8,2024,6.54,2D,Single-player,0.8,0.000418004166411,0.3999249906238279,0.75,0.5882352941176471,0.7342342342342342,0.3037974683544304,0.0006676358235203,0.0013263567778048,1605,1,7,0,9
Hellsplit: Arena,85,3.64,2019-09-09,Deep Type Games,"Action, RPG, Combat, Sandbox",win,English,12.49,"Single-player, Tracked Controller Support, VR Only, Family Sharing",17,3.0,4,6,382.0,9,9,2019,4.77,Action,Single-player,0.8125,0.0004123247619761,0.1561445180647581,0.75,1.0,0.5878378378378378,0.0632911392405063,0.0012473792738156,0.0009673886590411,415,2,7,0,8
LEGO® Bricktales,85,1.23,2022-10-12,ClockStone,"Puzzle, Simulation",win,"English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Italian, Danish",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,2.32,3,12,224.7,12,10,2022,3.37,Puzzle,Single-player,0.8125,0.0001385774682123,0.1873984248031004,0.5,0.0,0.4346846846846846,0.1392405063291139,0.000733612261244,0.0006834590735783,305,24,7,0,9
Keep Driving,94,2.63,2025-02-06,YCJY Games,"Pixel Graphics, RPG, Adventure",win,English,9.29,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,3.6,3,4,161.2,6,2,2025,1.5,Pixel Graphics,Single-player,0.925,0.0002976007923905,0.1161395174396799,0.5,0.5882352941176471,0.7229729729729729,0.0379746835443038,0.0005262110832511,0.0003042102701387,1703,22,7,0,9
Erica,78,1.47,2021-05-25,Flavourworks,"Adventure, Visual Novel, Horror, Story Rich",win,"English, French, Italian, German, Spanish - Spain, Arabic, Dutch, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",11.99,"Single-player, Steam Achievements, Family Sharing",17,2.86,1,10,198.0,25,5,2021,2.37,Adventure,Single-player,0.7250000000000001,0.0001658386095,0.1498937367170896,0.0,1.0,0.5563063063063062,0.1139240506329114,0.0006464057816785,0.0004806522268191,565,3,7,0,9
Neighbors: Suburban Warfare,65,1.28,2025-04-17,Invisible Walls,"Early Access, Building, Combat, FPS",win,"English, Danish, Japanese, Simplified Chinese, Traditional Chinese, Russian, German, Spanish - Spain, Portuguese - Portugal, French, Italian, Hungarian, Spanish - Latin America, Ukrainian, Turkish",5.79,"Online PvP, Steam Achievements, In-App Purchases, Family Sharing",10,2.8,3,21,103.1,17,4,2025,0.6,Early Access,Online PvP,0.5625,0.0001442568726473,0.0723840480060007,0.5,0.5882352941176471,0.5427927927927927,0.2531645569620253,0.0003364471707882,0.0001216841080554,745,13,4,0,9
Glyphica: Typing Survival,89,1.08,2024-10-09,aliasBLACK,"Early Access, Action, Roguelike","win, mac","English, Japanese, Spanish - Spain, Portuguese - Brazil, Turkish, French, Italian, German, Indonesian, Polish, Finnish, Korean, Simplified Chinese",5.79,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,3.5,2,10,66.1,9,10,2024,0.38,Early Access,Single-player,0.8625,0.0001215392549075,0.0723840480060007,0.25,0.7647058823529411,0.7004504504504504,0.1139240506329114,0.0002155992403041,7.70666017684757e-05,1726,13,7,3,9
The Complex,77,3.03,2020-03-31,Wales Interactive,"Adventure, Visual Novel, Sexual Content","win, mac","English, French, German, Spanish - Spain, Russian, Simplified Chinese, Turkish, Italian, Arabic, Japanese, Korean, Portuguese - Brazil",7.99,"Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",17,2.97,1,11,325.0,31,3,2020,2.6,Adventure,Single-player,0.7125,0.0003430360278699,0.0998874859357419,0.0,1.0,0.581081081081081,0.1265822784810126,0.0010612081376644,0.0005272978015737,1658,3,7,3,9
Human Fall Flat,94,164.03,2016-07-22,No Brakes Games,"Puzzle, Adventure, Simulation","win, mac","English, French, German, Spanish - Spain, Russian, Italian, Simplified Chinese, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Thai, Turkish, Ukrainian, Traditional Chinese",10.49,"Single-player, Online PvP, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Remote Play on TV, Remote Play Together, Family Sharing",0,3.08,4,29,22850.0,22,7,2016,239.7,Puzzle,Single-player,0.925,0.0186307183083553,0.1311413926740842,0.75,0.0,0.6058558558558558,0.3544303797468354,0.0746314685202082,0.0486128011681674,1046,24,7,3,8
Project Warlock,87,3.98,2018-12-06,Buckshot Software,"FPS, Pixel Graphics, Fantasy",win,"English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese",12.0,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.63,3,10,1330.0,6,12,2018,15.96,FPS,Single-player,0.8375000000000001,0.0004509447121337,0.150018752344043,0.5,1.0,0.7297297297297296,0.1139240506329114,0.004343699222435,0.0032367972742759,236,14,7,0,8
We Were Here Together,83,13.02,2019-10-10,Total Mayhem Games,"Puzzle, Adventure, Story Rich","win, mac","English, French, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese, Traditional Chinese, Dutch, Italian, Arabic, Czech, Danish, Finnish, Norwegian, Portuguese - Portugal, Portuguese - Brazil, Swedish, Thai, Turkish",7.29,"Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.62,3,11,2790.0,10,10,2019,20.34,Puzzle,Online Co-op,0.7875000000000001,0.0014777810339696,0.0911363920490061,0.5,0.7647058823529411,0.7274774774774774,0.1265822784810126,0.0091122932361315,0.004125091263081,1578,24,3,3,8
Delivery from the Pain:Survival / 末日方舟:生存,79,0.8,2019-06-12,HuaYiTianXin,"Survival, Adventure, Strategy, Simulation, RPG",win,"English, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Spanish - Spain, Russian, Turkish, French, German, Japanese",4.49,"Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",17,2.44,3,7,83.8,12,6,2019,0.38,Survival,Single-player,0.7375,8.97345900719467e-05,0.0561320165020627,0.5,1.0,0.4617117117117116,0.0759493670886076,0.0002734102773195,7.70666017684757e-05,714,37,7,0,8
Bus Simulator 21 Next Stop,73,3.51,2021-09-07,stillalive studios,"Simulation, Driving",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Japanese, Korean, Polish, Russian, Traditional Chinese, Turkish, Simplified Chinese, Spanish - Latin America",17.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,2.63,3,10,421.0,7,9,2021,7.57,Simulation,Single-player,0.6625000000000001,0.0003975583104453,0.2249031128891111,0.5,0.0,0.5045045045045045,0.1139240506329114,0.0013747595248664,0.0015352478299667,1772,31,7,0,9
Into the Radius VR,93,9.25,2020-07-20,CM Games,"FPS, Action",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese",14.99,"Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",17,3.75,4,11,794.6,20,7,2020,11.91,FPS,Single-player,0.9125,0.0010495539395756,0.1873984248031004,0.75,1.0,0.7567567567567567,0.1265822784810126,0.0025949970067274,0.0024154295449014,257,14,7,0,9
KinitoPET,93,11.1,2024-01-09,troy_en,"Horror, 2D, Simulation, Visual Novel",win,English,3.59,"Single-player, Steam Achievements, Family Sharing",0,3.33,5,2,367.1,9,1,2024,1.32,Horror,Single-player,0.9125,0.0012596919036682,0.0448806100762595,1.0,0.0,0.6621621621621621,0.0126582278481012,0.0011987134855936,0.000267705037722,1782,17,7,0,9
"Guns, Gore & Cannoli",92,3.33,2015-04-30,Rogueside,"Action, 2D, Shooter","win, mac","English, French, German, Spanish - Spain, Dutch, Portuguese - Portugal, Russian, Italian, Polish",4.79,"Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",13,3.72,3,8,578.7,30,4,2015,2.77,Action,Single-player,0.9000000000000001,0.0003771124544795,0.0598824853106638,0.5,0.7647058823529411,0.75,0.0886075949367088,0.0018898330015513,0.0005617749655228,1273,2,7,3,8
Winter Memories,97,8.89,2024-01-06,Dojin Otome,"Sexual Content, Anime, RPG",win,"English, Japanese, Simplified Chinese",2.0,"Single-player, Steam Cloud, Family Sharing",17,1.51,2,18,694.5,6,1,2024,1.39,Sexual Content,Single-player,0.9625,0.0010086622276441,0.0250031253906738,0.25,1.0,0.2522522522522522,0.2151898734177215,0.0022680543623636,0.0002819015169952,445,29,7,0,9
WEBFISHING,97,53.51,2024-10-11,lamedeveloper,Cute,win,English,2.99,"Single-player, Online Co-op, Family Sharing",0,2.08,1,40,2200.0,11,10,2024,6.58,Cute,Single-player,0.9625,0.0060769627453786,0.0373796724590573,0.0,0.0,0.3806306306306306,0.4936708860759494,0.0071852586689528,0.0013344690516751,1749,11,7,0,9
Kathy Rain 2: Soothsayer,95,0.21,2025-05-20,Clifftop Games,"2D, Puzzle, Visual Novel","win, mac, linux","English, French, German",10.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,2.7,2,13,12.0,20,5,2025,0.13,2D,Single-player,0.9375,2.2717617739733345e-05,0.1311413926740842,0.25,0.7647058823529411,0.5202702702702703,0.1518987341772151,3.889996897474347e-05,2.6364890078689057e-05,303,1,7,4,9
Delivery INC,71,0.2,2023-07-27,DIGIFOX,"Tactical, Management, Sandbox, 2.5D, Simulation","win, mac","English, French, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Slovak, Portuguese - Brazil",14.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",0,3.0,2,12,24.9,27,7,2023,0.37,Tactical,Single-player,0.6375000000000001,2.1581736852746675e-05,0.1873984248031004,0.25,0.0,0.5878378378378378,0.1392405063291139,8.103343663000717e-05,7.503853330088424e-05,375,38,7,3,9
Hotel Architect,91,0.17,2025-05-20,Pathos Interactive,"Simulation, Strategy, Management, Building",win,"English, French, Italian, German, Spanish - Spain, Korean, Portuguese - Brazil, Russian, Simplified Chinese",10.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,3.33,2,22,12.5,20,5,2025,0.13,Simulation,Single-player,0.8875,1.8174094191786677e-05,0.1311413926740842,0.25,0.0,0.6621621621621621,0.2658227848101265,4.053304911642036e-05,2.6364890078689057e-05,1126,31,7,0,9
Shawarma Legend,92,5.69,2024-07-19,Eyad Alshafei,"Simulation, Management, 2D",win,"English, French, Italian, German, Arabic, Indonesian, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Turkish",1.95,"Single-player, Family Sharing",0,2.01,1,4,678.5,19,7,2024,1.32,Simulation,Single-player,0.9000000000000001,0.0006451803438084,0.0243780472559069,0.0,0.0,0.3648648648648648,0.0379746835443038,0.00221579579783,0.000267705037722,531,31,7,0,9
Cooking Trip,75,0.03,2019-05-01,GameOn Production,"Strategy, Management, 2D, Puzzle",win,"English, French, German, Russian",4.99,"Single-player, Family Sharing",0,2.01,3,6,25.1,1,5,2019,0.13,Strategy,Single-player,0.6875,2.271761773973334e-06,0.0623827978497312,0.5,0.0,0.3648648648648648,0.0632911392405063,8.168666868667793e-05,2.6364890078689057e-05,620,36,7,0,8
Katy and Bob: Cake Café,82,0.07,2018-12-07,Workroom7,"Strategy, Management, Puzzle, 2D","win, mac","English, French, German, Russian",4.99,"Single-player, Steam Achievements, Family Sharing",0,1.88,2,7,40.6,7,12,2018,0.2,Strategy,Single-player,0.7750000000000001,6.8152853219200025e-06,0.0623827978497312,0.25,0.0,0.3355855855855855,0.0759493670886076,0.0001323121530786,4.056136935182932e-05,1691,36,7,3,8
Dune: Imperium,95,2.81,2024-03-13,Dire Wolf,"Strategy, Strategy, Card Game, Simulation","win, mac","English, French, Italian, German, Spanish - Spain, Czech, Japanese, Polish, Korean, Ukrainian, Simplified Chinese, Traditional Chinese",11.5,"Single-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Family Sharing",13,2.45,3,17,183.2,13,3,2024,2.11,Strategy,Single-player,0.9375,0.0003180466483562,0.1437679709963745,0.5,0.7647058823529411,0.463963963963964,0.2025316455696202,0.0005980666094849,0.0004279224466617,441,36,7,3,9
Jotunnslayer: Hordes of Hel,82,3.74,2025-01-21,Games Farm,"Early Access, Action, Roguelike, RPG",win,"English, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Japanese, Korean, Slovak, Portuguese - Brazil, Russian",5.99,"Single-player, Steam Cloud, Family Sharing",10,3.18,3,32,226.0,21,1,2025,1.35,Early Access,Single-player,0.7750000000000001,0.000423683570846,0.0748843605450681,0.5,0.5882352941176471,0.6283783783783784,0.3924050632911392,0.0007378582696124,0.0002737892431248,624,13,7,0,9
Rogue: Genesia,91,7.15,2025-03-07,Ouadi Huard,"Action, Roguelike, RPG, Strategy",win,"English, French, Simplified Chinese, German, Korean, Portuguese - Brazil, Japanese, Indonesian, Traditional Chinese, Russian",7.99,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",10,3.02,2,29,492.6,7,3,2025,3.94,Action,Single-player,0.8875,0.0008110189533084,0.0998874859357419,0.25,0.5882352941176471,0.5923423423423423,0.3544303797468354,0.0016086166011545,0.000799058976231,1100,2,7,0,9
La-Mulana 2,83,0.74,2018-07-30,NIGORO,"Action, Adventure, Puzzle, Platformer, Souls-like","win, mac","English, Japanese, Simplified Chinese",12.49,"Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",13,3.73,5,59,168.0,30,7,2018,2.1,Action,Single-player,0.7875000000000001,8.29193047500267e-05,0.1561445180647581,1.0,0.7647058823529411,0.7522522522522521,0.7341772151898734,0.0005484209731779,0.0004258943781942,1010,2,7,3,8
Marvel's Midnight Suns,82,15.07,2022-12-02,Firaxis Games,"Turn-Based, Tactical, RPG, Card Game",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Traditional Chinese",79.99,"Single-player, Steam Achievements, In-App Purchases, Family Sharing",13,3.85,3,65,2230.0,2,12,2022,178.38,Turn-Based,Single-player,0.7750000000000001,0.0017106366158019,1.0,0.5,0.7647058823529411,0.7792792792792792,0.810126582278481,0.0072832434774534,0.0361766853248965,552,39,7,0,9
Nice Day for Fishing,90,0.58,2025-05-29,FusionPlay,"Adventure, RPG, Action, 2D",win,"English, French, German, Spanish - Spain, Simplified Chinese",15.99,"Single-player, Steam Achievements, Family Sharing",0,2.94,2,4,27.2,29,5,2025,0.43,Adventure,Single-player,0.875,6.474521055824002e-05,0.1998999874984373,0.25,0.0,0.5743243243243242,0.0379746835443038,8.854560528172086e-05,8.720694410643304e-05,596,3,7,0,9
CINERIS SOMNIA,87,0.34,2018-10-09,NAYUTA STUDIO,"Horror, Adventure, Simulation",win,"English, Japanese",7.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,2.75,1,8,47.5,9,10,2018,0.38,Horror,Single-player,0.8375000000000001,3.7484069270560014e-05,0.0998874859357419,0.0,1.0,0.5315315315315314,0.0886075949367088,0.0001548486590338,7.70666017684757e-05,1002,17,7,0,8
Enter the Gungeon,95,75.48,2016-04-05,Dodge Roll,"Action, Roguelike","win, linux","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese",7.99,"Single-player, Steam Achievements, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",13,3.95,4,62,6190.0,5,4,2016,49.46,Action,Single-player,0.9375,0.0085724930540883,0.0998874859357419,0.75,0.7647058823529411,0.8018018018018017,0.7721518987341772,0.0202172381995343,0.0100308266407073,443,2,7,1,8
Last Whisper,62,0.09,2024-07-22,12Studio,"Action, Survival, Adventure",win,"English, French, German, Simplified Chinese, Polish, Russian, Spanish - Spain",7.79,"Single-player, Online Co-op, Steam Achievements, Family Sharing",17,2.69,3,10,15.0,22,7,2024,0.12,Action,Single-player,0.525,9.087047095893337e-06,0.0973871733966745,0.5,1.0,0.518018018018018,0.1139240506329114,4.86984498248048e-05,2.433682161109759e-05,5,2,7,0,9
Storyteller,87,6.54,2023-03-23,Daniel Benmergui,"Puzzle, 2D","win, mac","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish, Arabic, Swedish, Thai",8.29,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,3.5,3,5,470.3,23,3,2023,3.9,Puzzle,Single-player,0.8375000000000001,0.0007417302192022,0.103637954744343,0.5,0.7647058823529411,0.7004504504504504,0.050632911392405,0.0015357812268357,0.0007909467023606,393,24,7,3,9
Rocksmith® 2014 Edition REMASTERED LEARN & PLAY,87,14.31,2024-12-19,Ubisoft - San Francisco,Simulation,win,"English, German, French, Italian, Spanish - Spain, Japanese",7.99,"Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Steam Leaderboards",10,4.1,4,72,1230.0,19,12,2024,9.83,Simulation,Single-player,0.8375000000000001,0.0016243096683909,0.0998874859357419,0.75,0.5882352941176471,0.8355855855855854,0.8987341772151899,0.0040170831940996,0.0019935913036424,1602,31,7,0,9
Laika: Aged Through Blood,92,4.39,2023-10-19,Brainwash Gang,"Story Rich, Adventure, 2D, Platformer",win,"English, French, German, Spanish - Spain, Russian, Simplified Chinese, Japanese, Korean",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,4.0,4,24,216.7,19,10,2023,2.27,Story Rich,Single-player,0.9000000000000001,0.0004975158285001,0.1311413926740842,0.75,1.0,0.813063063063063,0.2911392405063291,0.0007074829789772,0.0004603715421432,227,35,7,0,9
Fairground Power Polyp Simulator,93,0.02,2022-12-02,CodeGraphX,"Simulation, Realistic",win,English,3.99,"Single-player, Steam Achievements, Family Sharing",0,2.52,2,3,2.0,2,12,2022,0.01,Simulation,Single-player,0.9125,1.135880886986667e-06,0.0498812351543943,0.25,0.0,0.4797297297297297,0.0253164556962025,6.238366141205712e-06,2.028068467591466e-06,311,31,7,0,9
Happy's Humble Burger Farm,93,1.42,2021-12-03,Scythe Dev Team,"Horror, Pixel Graphics",win,"English, French, Italian, German, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish, Spanish - Spain",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",13,3.88,4,23,132.3,3,12,2021,1.39,Horror,Single-player,0.9125,0.0001601592050651,0.1311413926740842,0.75,0.7647058823529411,0.7860360360360359,0.2784810126582278,0.0004318190510622,0.0002819015169952,1329,17,7,0,9
Mist Survival,77,12.75,2018-08-15,Dimension 32 Entertainment,"Early Access, Simulation, Survival, Open World, Horror",win,English,10.99,"Single-player, Family Sharing",17,3.2,2,10,597.9,15,8,2018,6.57,Early Access,Single-player,0.7125,0.001447112250021,0.1373921740217527,0.25,1.0,0.6328828828828829,0.1139240506329114,0.0019525432789917,0.0013324409832075,437,13,7,0,8
Distant Worlds 2,71,2.46,2022-03-10,CodeForce,"Strategy, Simulation",win,English,22.99,"Single-player, Family Sharing",10,2.33,4,60,603.0,10,3,2022,13.86,Strategy,Single-player,0.6375000000000001,0.0002782908173117,0.2874109263657957,0.75,0.5882352941176471,0.4369369369369369,0.7468354430379747,0.0019692006964368,0.0028109028960817,310,36,7,0,9
Cooking Trip: Back on the road,86,0.03,2019-07-17,GameOn Production,"Strategy, Simulation",win,"English, French, German, Russian",4.99,"Single-player, Family Sharing",0,2.49,3,6,27.4,17,7,2019,0.14,Strategy,Single-player,0.825,2.271761773973334e-06,0.0623827978497312,0.5,0.0,0.4729729729729729,0.0632911392405063,8.919883733839161e-05,2.839295854628053e-05,620,36,7,0,8
